,date,region_code,region,cases,recovered,active_cases,deceased
4,2020-10-11,07004,Algaida,41.0,35.0,6.0,1.0
4,2020-10-11,07025,Fornalutx,0.0,0.0,0.0,0.0
4,2020-10-11,07011,Calvià,548.0,451.0,81.0,21.0
4,2020-10-11,07053,Santa Eugènia,4.0,4.0,0.0,0.0
4,2020-10-11,07901,Ariany,11.0,9.0,2.0,0.0
4,2020-10-11,07059,Ses Salines,13.0,9.0,3.0,1.0
4,2020-10-11,07029,Lloseta,23.0,14.0,9.0,0.0
4,2020-10-11,07005,Andratx,64.0,59.0,5.0,2.0
4,2020-10-11,07047,Sencelles,21.0,17.0,3.0,1.0
4,2020-10-11,07013,Campos,87.0,74.0,13.0,2.0
4,2020-10-11,0,total-mallorca,12314.0,10033.0,2040.0,294.0
5,2020-10-12,07053,Santa Eugènia,4.0,4.0,0.0,0.0
5,2020-10-12,07027,Inca,438.0,283.0,150.0,5.0
5,2020-10-12,07017,Costitx,6.0,4.0,2.0,0.0
5,2020-10-12,07034,Mancor de la Vall,4.0,2.0,2.0,0.0
5,2020-10-12,07063,Valldemossa,24.0,19.0,4.0,1.0
5,2020-10-12,07025,Fornalutx,0.0,0.0,0.0,0.0
5,2020-10-12,07039,Muro,63.0,54.0,7.0,3.0
5,2020-10-12,07011,Calvià,577.0,455.0,106.0,21.0
5,2020-10-12,07003,Alcúdia,147.0,123.0,27.0,0.0
5,2020-10-12,07062,Son Servera,68.0,62.0,6.0,2.0
5,2020-10-12,07045,Puigpunyent,12.0,7.0,6.0,0.0
5,2020-10-12,07007,Banyalbufar,5.0,4.0,1.0,0.0
5,2020-10-12,07014,Capdepera,117.0,77.0,38.0,2.0
5,2020-10-12,07029,Lloseta,24.0,17.0,7.0,0.0
5,2020-10-12,07020,Esporles,58.0,53.0,4.0,1.0
5,2020-10-12,07051,Sant Llorenç des Cardassar,33.0,24.0,7.0,2.0
5,2020-10-12,07058,Selva,16.0,15.0,1.0,1.0
5,2020-10-12,07042,Pollença,78.0,63.0,15.0,2.0
5,2020-10-12,07013,Campos,87.0,78.0,9.0,2.0
5,2020-10-12,07033,Manacor,356.0,266.0,88.0,8.0
5,2020-10-12,07065,Vilafranca de Bonany,42.0,29.0,13.0,1.0
5,2020-10-12,07057,Santanyí,56.0,52.0,4.0,1.0
5,2020-10-12,07038,Montuïri,59.0,16.0,35.0,7.0
5,2020-10-12,07021,Estellencs,0.0,0.0,0.0,0.0
5,2020-10-12,07059,Ses Salines,13.0,9.0,3.0,1.0
5,2020-10-12,07031,Llucmajor,483.0,394.0,86.0,3.0
5,2020-10-12,07056,Santa Maria del Camí,108.0,96.0,11.0,1.0
5,2020-10-12,07005,Andratx,66.0,59.0,7.0,2.0
5,2020-10-12,07035,Maria de la Salut,16.0,15.0,1.0,0.0
5,2020-10-12,07010,Bunyola,67.0,51.0,13.0,3.0
5,2020-10-12,07061,Sóller,243.0,134.0,98.0,10.0
5,2020-10-12,07036,Marratxí,535.0,444.0,89.0,4.0
5,2020-10-12,07043,Porreres,38.0,35.0,5.0,0.0
5,2020-10-12,07041,Petra,0.0,0.0,0.0,0.0
5,2020-10-12,07901,Ariany,11.0,9.0,2.0,0.0
5,2020-10-12,07012,Campanet,18.0,13.0,5.0,0.0
5,2020-10-12,0,total-mallorca,12745.0,10269.0,2234.0,294.0
5,2020-10-12,07004,Algaida,42.0,35.0,7.0,1.0
5,2020-10-12,07055,Santa Margalida,76.0,65.0,11.0,0.0
5,2020-10-12,07016,Consell,28.0,20.0,8.0,0.0
5,2020-10-12,07019,Escorca,0.0,0.0,0.0,0.0
5,2020-10-12,07028,Lloret de Vistalegre,1.0,2.0,0.0,0.0
5,2020-10-12,07047,Sencelles,21.0,17.0,3.0,1.0
5,2020-10-12,07018,Deià,7.0,6.0,1.0,0.0
5,2020-10-12,07044,Sa Pobla,145.0,122.0,24.0,0.0
5,2020-10-12,07009,Búger,4.0,3.0,1.0,0.0
5,2020-10-12,07006,Artà,56.0,52.0,5.0,0.0
5,2020-10-12,07001,Alaró,74.0,61.0,12.0,1.0
5,2020-10-12,07030,Llubí,25.0,23.0,2.0,0.0
5,2020-10-12,07040,Palma,8070.0,6702.0,1200.0,193.0
5,2020-10-12,07049,Sant Joan,100.0,30.0,55.0,10.0
5,2020-10-12,07008,Binissalem,96.0,74.0,21.0,1.0
5,2020-10-12,07022,Felanitx,97.0,64.0,30.0,3.0
5,2020-10-12,07060,Sineu,31.0,27.0,2.0,1.0
6,2020-10-13,07017,Costitx,6.0,4.0,2.0,0.0
6,2020-10-13,07055,Santa Margalida,76.0,65.0,11.0,0.0
6,2020-10-13,07053,Santa Eugènia,4.0,4.0,0.0,0.0
6,2020-10-13,07038,Montuïri,59.0,16.0,35.0,7.0
6,2020-10-13,07901,Ariany,11.0,9.0,2.0,0.0
6,2020-10-13,07022,Felanitx,101.0,66.0,32.0,3.0
6,2020-10-13,07014,Capdepera,119.0,77.0,40.0,2.0
6,2020-10-13,07007,Banyalbufar,5.0,4.0,1.0,0.0
6,2020-10-13,07044,Sa Pobla,145.0,124.0,22.0,0.0
6,2020-10-13,07012,Campanet,18.0,13.0,5.0,0.0
6,2020-10-13,07045,Puigpunyent,14.0,7.0,8.0,0.0
6,2020-10-13,07009,Búger,4.0,3.0,1.0,0.0
6,2020-10-13,07043,Porreres,38.0,35.0,5.0,0.0
6,2020-10-13,0,total-mallorca,12810.0,10334.0,2229.0,298.0
6,2020-10-13,07001,Alaró,74.0,62.0,11.0,1.0
